Timestamp,Param_1_CPU 总体占用率,Param_2_CPU 核心1占用,Param_3_CPU 核心2占用,Param_4_CPU 核心3占用,Param_5_CPU 核心4占用,Param_6_CPU 核心频率,Param_7_CPU 逻辑处理器数,Param_8_CPU 芯片架构,Param_9_CPU 封装温度,Param_10_CPU 核心 1 温度,Param_11_CPU 核心电压,Param_12_CPU 功耗,Param_13_GPU 总体占用率,Param_14_GPU 核心温度,Param_15_GPU 核心频率,Param_16_GPU 显存频率,Param_17_GPU 核心电压,Param_18_专用显存占用,Param_19_系统内存占用率,Param_20_可用系统内存,Param_21_系统内存总量,Param_22_页面文件/虚拟内存,Param_23_磁盘/存储占用率,Param_24_磁盘读取吞吐,Param_25_磁盘写入吞吐,Param_26_磁盘读取延迟,Param_27_磁盘写入延迟,Param_28_磁盘温度,Param_29_加速度计 (X轴),Param_30_加速度计 (Y轴),Param_31_加速度计 (Z轴),Param_32_陀螺仪 (Pitch/X),Param_33_陀螺仪 (Roll/Y),Param_34_陀螺仪 (Yaw/Z),Param_35_磁力计 X 场,Param_36_磁力计 Y 场,Param_37_磁力计 Z 场,Param_38_气压计 (大气压),Param_39_环境光传感器,Param_40_接近传感器距离,Param_41_GPS 纬度,Param_42_GPS 经度,Param_43_GPS 海拔高度,Param_44_GPS 地面速度,Param_45_GPS 运动航向,Param_46_GPS 垂直精度,Param_47_GPS 水平精度,Param_48_重力矢量 X,Param_49_重力矢量 Y,Param_50_重力矢量 Z,Param_51_线性加速度,Param_52_旋转矢量传感器,Param_53_电池电量百分比,Param_54_电池端子电压,Param_55_电池电流流速,Param_56_电池内部温度,Param_57_电源充电状态,Param_58_电池健康容量,Param_59_电池剩余续航时间,Param_60_环境温度模拟,Param_61_环境相对湿度,Param_62_麦克风声压级,Param_63_设备朝向 Alpha,Param_64_设备朝向 Beta,Param_65_设备朝向 Gamma,Param_66_计步器步数,Param_67_单步触发器,Param_68_显著运动触发,Param_69_主风扇转速,Param_70_次风扇转速,Param_71_水冷泵转速,Param_72_主板温度,Param_73_NFC 无线状态,Param_74_手电筒/闪光灯状态,Param_75_红外发射器状态,Param_76_Wi-Fi 热点名称 (SSID),Param_77_Wi-Fi 信号强度 RSSI,Param_78_Wi-Fi 链路速率,Param_79_蜂窝网络信号强度,Param_80_蜂窝网络技术类型,Param_81_已配对蓝牙设备数,Param_82_蓝牙信号 RSSI,Param_83_网络上行带宽,Param_84_网络下行带宽,Param_85_已发送网络数据包,Param_86_已接收网络数据包,Param_87_屏幕亮度等级,Param_88_屏幕刷新率,Param_89_屏幕分辨率宽度,Param_90_屏幕分辨率高度,Param_91_光学心率 (PPG),Param_92_血氧饱和度 (SpO2),Param_93_指纹识别传感器,Param_94_人脸识别状态,Param_95_操作系统运行时间,Param_96_活跃运行进程数,Param_97_活跃线程总数,Param_98_本地局域网 IP,Param_99_SIM卡就绪状态,Param_100_设备静音物理开关
"2026-09-08T14:33:35.451Z","11.9%","15.0%","26.2%","18.7%","10.8%","2.4 GHz","4","iPhone","38.5 °C","40.6 °C","1.12 V","3.8 W","18.1%","41.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.04 m/s²","0.02 m/s²","0.05 m/s²","37.6 rad/s","1.7 rad/s","2.7 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","2.7°","37.6°","1.7°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","52 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:33:40.453Z","16.1%","28.6%","28.1%","31.9%","29.3%","2.4 GHz","4","iPhone","39.4 °C","41.4 °C","1.12 V","3.7 W","7.3%","40.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.03 m/s²","0.01 m/s²","0.14 m/s²","37.3 rad/s","0.3 rad/s","3.2 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","3.2°","37.3°","0.3°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","57 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:33:45.458Z","13.4%","11.1%","27.5%","19.5%","11.2%","2.4 GHz","4","iPhone","39.3 °C","40.3 °C","1.12 V","4.5 W","8.8%","41.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.01 m/s²","-0.03 m/s²","-0.03 m/s²","37.3 rad/s","0.8 rad/s","3.2 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","3.2°","37.3°","0.8°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","62 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:33:50.462Z","17.9%","17.7%","14.6%","17.1%","16.3%","2.4 GHz","4","iPhone","42.4 °C","40.8 °C","1.12 V","4.6 W","13.0%","39.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.02 m/s²","-0.16 m/s²","0.03 m/s²","37.4 rad/s","0.9 rad/s","3.3 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","3.3°","37.4°","0.9°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","67 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:33:55.464Z","30.8%","33.9%","22.3%","26.9%","12.4%","2.4 GHz","4","iPhone","38.7 °C","41.2 °C","1.12 V","4.1 W","13.3%","41.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.05 m/s²","0.06 m/s²","0.05 m/s²","40.9 rad/s","1.0 rad/s","1.5 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","1.5°","40.9°","1.0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","72 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:00.471Z","14.4%","16.2%","10.3%","17.6%","29.4%","2.4 GHz","4","iPhone","42.4 °C","38.3 °C","1.12 V","4.7 W","17.7%","39.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.08 m/s²","-0.16 m/s²","0.27 m/s²","40.3 rad/s","6.6 rad/s","359.1 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","359.1°","40.3°","6.6°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","77 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:05.474Z","28.6%","7.8%","31.3%","31.3%","6.9%","2.4 GHz","4","iPhone","42.5 °C","37.4 °C","1.12 V","4.7 W","14.8%","42.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.02 m/s²","-0.01 m/s²","0.07 m/s²","37.7 rad/s","5.6 rad/s","0.4 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0.4°","37.7°","5.6°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","82 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:10.477Z","24.5%","14.3%","14.2%","23.6%","5.6%","2.4 GHz","4","iPhone","41.5 °C","38.5 °C","1.12 V","4.0 W","17.7%","39.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.01 m/s²","0.01 m/s²","-0.03 m/s²","39.4 rad/s","5.5 rad/s","0.7 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0.7°","39.4°","5.5°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","87 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:15.483Z","25.4%","34.2%","27.4%","6.9%","21.8%","2.4 GHz","4","iPhone","39.6 °C","37.5 °C","1.12 V","4.1 W","15.1%","40.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.01 m/s²","0.00 m/s²","0.11 m/s²","40.5 rad/s","7.1 rad/s","0.2 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0.2°","40.5°","7.1°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","92 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:20.485Z","33.7%","17.1%","8.3%","31.6%","20.5%","2.4 GHz","4","iPhone","38.9 °C","40.1 °C","1.12 V","3.6 W","18.3%","42.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.06 m/s²","0.06 m/s²","-0.05 m/s²","37.1 rad/s","6.4 rad/s","359.8 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","359.8°","37.1°","6.4°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","97 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:25.490Z","24.9%","13.9%","29.5%","20.5%","13.9%","2.4 GHz","4","iPhone","38.5 °C","41.6 °C","1.12 V","5.2 W","11.9%","41.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.01 m/s²","0.00 m/s²","0.09 m/s²","36.0 rad/s","6.7 rad/s","0.3 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0.3°","36.0°","6.7°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","102 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:34:30.492Z","31.4%","34.7%","30.3%","27.5%","31.9%","2.4 GHz","4","iPhone","43.3 °C","39.7 °C","1.12 V","4.9 W","10.6%","39.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.32 m/s²","-0.02 m/s²","-0.30 m/s²","28.0 rad/s","5.7 rad/s","354.8 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","354.8°","28.0°","5.7°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","107 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:36:46.289Z","16.5%","19.7%","29.0%","7.4%","6.1%","2.4 GHz","4","iPhone","40.0 °C","39.8 °C","1.12 V","3.5 W","16.5%","40.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","-0.07 m/s²","-0.01 m/s²","-0.51 m/s²","46.3 rad/s","-7.3 rad/s","1.1 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","1.1°","46.3°","-7.3°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","1 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:36:49.421Z","34.4%","33.9%","23.8%","14.6%","7.0%","2.4 GHz","4","iPhone","38.6 °C","40.0 °C","1.12 V","5.3 W","12.2%","41.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.03 m/s²","0.04 m/s²","-0.54 m/s²","40.5 rad/s","2.1 rad/s","359.3 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","359.3°","40.5°","2.1°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","4 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:36:51.999Z","10.7%","27.2%","18.5%","28.0%","18.0%","2.4 GHz","4","iPhone","42.2 °C","38.9 °C","1.12 V","3.9 W","10.9%","40.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.06 m/s²","0.10 m/s²","-0.17 m/s²","41.1 rad/s","1.8 rad/s","359.5 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","359.5°","41.1°","1.8°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","7 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:36:53.787Z","23.2%","30.6%","31.3%","8.7%","10.9%","2.4 GHz","4","iPhone","40.0 °C","37.9 °C","1.12 V","5.0 W","17.1%","42.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0.17 m/s²","0.05 m/s²","0.06 m/s²","41.0 rad/s","1.3 rad/s","359.5 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","359.5°","41.0°","1.3°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","9 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:08.431Z","31.9%","12.1%","5.2%","13.7%","33.2%","2.4 GHz","4","iPhone","41.3 °C","41.0 °C","1.12 V","5.5 W","8.4%","39.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","6 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:13.631Z","23.2%","24.9%","24.7%","34.7%","5.7%","2.4 GHz","4","iPhone","40.5 °C","38.1 °C","1.12 V","4.9 W","19.9%","41.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","12 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
